Agency,Program or Activity ,Fiscal Year, Confirmed Fraud 
USDA,"Forest Service (FS) State, Private, and Tribal Forestry",2021, $ -   
USDA,Forest Service (FS) Stewardship Contracting Product Sales,2021, $ -   
USDA,Forest Service (FS) Wildland Fire Management,2021, $ -   
USDA,Forest Service (FS) Working Capital Fund,2021, $ -   
USDA,FS,2017, $ 0.02 
USDA,FS,2018, $ 0.10 
USDA,FS,2019, $ 0.00 
USDA,FS,2020, $ 0.03 
USDA,FS Hurricane Harvey - State and Private Forestry,2021, $ -   
USDA,FS Wildland Fire Disaster Relief - Wildland Fire Management,2021, $ -   
USDA,FS Wildland Fire Management - Suppression,2021, $ -   
USDA,FSA,2017, $ 23.28 
USDA,FSA,2018, $ 17.75 
USDA,FSA,2019, $ 29.71 
USDA,FSA,2020, $ 23.95 
USDA,FSIS,2017, $ 2.24 
USDA,FSIS,2018, $ 2.15 
USDA,FSIS,2019, $ 1.04 
USDA,FSIS,2020, $ 0.02 
USDA,N/A - REMOVE - Rolled into FS National Forest System,2021, $ -   
USDA,National Institute of Food and Agriculture (NIFA) Community Food Programs,2021, $ -   
USDA,National Institute of Food and Agriculture (NIFA) Extension Activities,2021, $ -   
USDA,National Institute of Food and Agriculture (NIFA) Integrated Activities,2021, $ -   
USDA,National Institute of Food and Agriculture (NIFA) Research and Education Activities,2021, $ -   
USDA,Natural Resources Conservation Service (NRCS) Conservation Programs,2021, $ -   
USDA,Natural Resources Conservation Service (NRCS) Conservation Technical Assistance,2021, $ 0.43 
USDA,Natural Resources Conservation Service (NRCS) Emergency Watershed Protection Program,2021, $ -   
USDA,Natural Resources Conservation Service (NRCS) Emergency Watershed Protection Program - Hurricane Sandy,2021, $ -   
USDA,Natural Resources Conservation Service (NRCS) P.L. 115-20 Disasters,2021, $ -   
USDA,Natural Resources Conservation Service (NRCS)  P.L. 116-120 Disasters,2021, $ -   
USDA,Natural Resources Conservation Service (NRCS) Plant Materials Centers,2021, $ -   
USDA,Natural Resources Conservation Service (NRCS) Snow Survey and Water Supply Forecasting,2021, $ -   
USDA,Natural Resources Conservation Service (NRCS) Soil Surveys,2021, $ -   
USDA,Natural Resources Conservation Service (NRCS) Water Bank/Damage Assessment Program,2021, $ -   
USDA,Natural Resources Conservation Service (NRCS) Watershed Programs (excluding Emergency Watershed Program),2021, $ -   
USDA,NIFA,2019, $ 5.50 
USDA,NIFA,2020, $ -   
USDA,NRCS,2017, $ 0.00 
USDA,NRCS,2018, $ 0.01 
USDA,NRCS,2019, $ -   
USDA,NRCS,2020, $ 0.02 
USDA,OBPA,2019, $ -   
USDA,OBPA,2020, $ -   
USDA,OCIO/OCE,2019, $ -   
USDA,OCIO/OCE,2020, $ -   
USDA,OCR,2019, $ -   
USDA,OCR,2020, $ -   
USDA,OGC,2019, $ -   
USDA,OGC,2020, $ -   
USDA,OHA/OPPE,2019, $ -   
USDA,OHA/OPPE,2020, $ -   
USDA,OIG,2018, $ 0.02 
USDA,OIG,2019, $ -   
USDA,OIG,2020, $ -   
USDA,OSEC/OCFO,2019, $ -   
USDA,OSEC/OCFO,2020, $ -   
USDA,RBS,2017, $ 0.75 
USDA,RBS,2018, $ 64.61 
USDA,RBS,2019, $ 2.43 
USDA,RBS,2020, $ 1.51 
USDA,RD,2017, $ 1.07 
USDA,RD,2018, $ 4.63 
USDA,REE,2019, $ -   
USDA,REE,2020, $ -   
USDA,"Research, Education, and Economics (REE) Salaries and Expenses",2021, $ -   
USDA,RHS,2019, $ 5.33 
USDA,RHS,2020, $ 0.00 
USDA,Risk Management Agency (RMA) Federal Crop Insurance Corporation (FCIC),2021, $ -   
USDA,RMA,2017, $ 7.47 
USDA,RMA,2018, $ 4.50 
USDA,RMA,2019, $ 2.17 
USDA,RMA,2020, $ 9.09 
USDA,Rural Business-Cooperative Service (RBCS) Grant Programs and Cooperative Agreement Programs,2021, $ -   
USDA,Rural Business-Cooperative Service (RBCS) Guaranteed Loan Programs,2021, $ -   
USDA,Rural Business-Cooperative Service (RBCS) Payment Assistance,2021, $ -   
USDA,Rural Business-Cooperative Service (RBCS) Relending Programs,2021, $ -   
USDA,Rural Development (RD) Salaries and Expenses,2021, $ -   
USDA,Rural Development (RD) Salaries and Expenses (9002 BBMP),2021, $ -   
USDA,Rural Housing Service (RHS) Community Facilities Community Program Grants,2021, $ -   
USDA,Rural Housing Service (RHS) Community Facilities Direct Loans,2021, $ -   
USDA,Rural Housing Service (RHS) Community Facilities Guaranteed Loans,2021, $ -   
USDA,Rural Housing Service (RHS) Farm Labor Housing Loans (Section 514) and Grants (Section 516),2021, $ -   
USDA,Rural Housing Service (RHS) Housing Loans and Grants - Other,2021, $ -   
USDA,Rural Housing Service (RHS) Multi Family Housing RD Voucher Program (Section 542),2021, $ -   
USDA,Rural Housing Service (RHS) Multi-Family Housing Guaranteed Loans (Section 538 Loans),2021, $ -   
USDA,Rural Housing Service (RHS) Multi-Family Housing Preservation and Revitalization Demo Program,2021, $ -   
USDA,Rural Housing Service (RHS) Multi-Family Housing Rental Assistance Program,2021, $ -   
USDA,Rural Housing Service (RHS) Multi-Family Housing Rural Rental Housing Direct Loans (Section 515),2021, $ -   
USDA,Rural Housing Service (RHS) Multi-Family Housing Rural Rental Housing Direct Loans (Section 515)  (HIM Disasters),2021, $ -   
USDA,Rural Housing Service (RHS) Rural Community Development Initiative Grants,2021, $ -   
USDA,Rural Housing Service (RHS) Single Family Housing Direct Loans,2021, $ -   
USDA,Rural Housing Service (RHS) Single Family Housing Guaranteed Loans,2021, $ -   
USDA,Rural Utilities Service (RUS) Broadband Telecom Loans - Treasury Rate,2021, $ -   
USDA,Rural Utilities Service (RUS) Community Connect Grants,2021, $ -   
USDA,Rural Utilities Service (RUS) Congressional Earmarked Funds,2021, $ -   
USDA,Rural Utilities Service (RUS) Electric Loan Programs - Direct Treasury Rate,2021, $ -   
USDA,Rural Utilities Service (RUS) Electric Loan Programs FFB Guaranteed Loans,2021, $ -   
USDA,Rural Utilities Service (RUS) Grants - Other - Electric,2021, $ -   
USDA,Rural Utilities Service (RUS) Public Television Digital Transition Grants,2021, $ -   
USDA,Rural Utilities Service (RUS) Rural Energy Savings Program,2021, $ -   
USDA,Rural Utilities Service (RUS) Rural Telecommunications - Distance Learning and Telemedicine,2021, $ -   
USDA,Rural Utilities Service (RUS) Rural Telecommunications - ReConnect Program,2021, $ -   
USDA,Rural Utilities Service (RUS) Rural Telecommunications Hardship Loans - Direct Telecom Loans,2021, $ -   
USDA,Rural Utilities Service (RUS) Rural Telecommunications Loans - FFB Telecom Loans,2021, $ -   
USDA,Rural Utilities Service (RUS) Rural Telecommunications Loans - Treasury Telecom Loan,2021, $ -   
USDA,Rural Utilities Service (RUS) Rural Utilities Electric Program - Direct 5%,2021, $ -   
USDA,Rural Utilities Service (RUS) Rural Utilities Electric Program - Municipal Rate,2021, $ -   
USDA,Rural Utilities Service (RUS) Water and Waste Disposal Loans and Grants Section 306C,2021, $ -   
USDA,Rural Utilities Service (RUS) Water and Waste Disposal Systems for Rural Communities Grants,2021, $ -   
USDA,Rural Utilities Service (RUS) Water and Waste Disposal Systems for Rural Communities Grants (HIM Disasters),2021, $ -   
USDA,Rural Utilities Service (RUS) Water and Waste Disposal Systems for Rural Communities Loans,2021, $ -   
USDA,Rural Utilities Service (RUS) Water and Waste Guaranteed Loans,2021, $ -   
USDA,Rural Utilities Service (RUS) WEP Technical Assistance - Revolving,2021, $ -   
USITC,Agency Wide,2022, $ -   
USITC,Agency Wide,2023, $ -   
VA,Activities with Other Federal Agencies,2021, $ 0.19 
VA,Agency Wide,2021, $ -   
VA,Agency Wide,2022, $ 134.32 
VA,Agency Wide,2023, $ 177.20 
VA,Agency Wide,2024, $ 133.31 
VA,Alcohol and Drug Treatment Rehabilitation,2021, $ -   
VA,Automobile Adaptive Equipment,2021, $ -   
VA,Beneficiary Travel,2017, $ 0.16 
VA,Beneficiary Travel,2018, $ 0.24 
VA,Beneficiary Travel,2019, $ 0.01 
VA,Beneficiary Travel,2020, $ 0.01 
VA,Beneficiary Travel,2021, $ -   
VA,Canteen Service,2021, $ -   
VA,Caregiver Support,2021, $ -   
VA,Civilian Health and Medical Program of the VA (CHAMPVA),2018, $ -   
VA,Civilian Health and Medical Program of the VA (CHAMPVA),2019, $ 0.60 
VA,Civilian Health and Medical Program of the VA (CHAMPVA),2020, $ 2.35 
VA,Civilian Health and Medical Program of the VA (CHAMPVA),2021, $ 1.16 
VA,Clothing Allowance,2021, $ -   
VA,"Communications, Utilities, and Other Rent",2021, $ -   
VA,Compensated Work Therapy,2021, $ -   
VA,Compensation,2017, $ 6.56 
VA,Compensation,2018, $ 6.62 
VA,Compensation,2019, $ 2.17 
VA,Compensation,2020, $ 3.60 
VA,Compensation,2021, $ 9.70 
VA,COVID-19 Office of Information & Technology,2021, $ -   
VA,COVID-19 Office of Inspector General,2021, $ -   
VA,COVID-19 Station 101 Accounting,2021, $ -   
VA,COVID-19 VA Wide Payroll,2021, $ -   
VA,COVID-19 VA Wide Travel,2021, $ -   
VA,COVID-19 Veterans Benefits Administration (VBA) General Operating Expense,2021, $ -   
VA,COVID-19 Veterans Health Administration (VHA) Supplemental Disbursements,2021, $ -   
VA,Dependency and Indemnity Compensation,2021, $ 2.22 
VA,DoD/VA Joint Incentive fund,2021, $ -   
VA,Education (Chapter 1607),2021, $ -   
VA,Education (Reporting Fees),2021, $ -   
VA,Education Service (Chapter 33),2021, $ 36.64 
VA,Education Service (Chapter 1606),2017, $ 4.76 
VA,Education Service (Chapter 1606),2018, $ 29.45 
VA,Education Service (Chapter 1606),2019, $ 1.85 
VA,Education Service (Chapter 1606),2020, $ 5.51 
VA,Education Service (Chapter 1606),2021, $ -   
VA,Education Service (State Approving Agencies),2021, $ -   
VA,Education Service Survivor and Dependents Education Assistance (Chapter 35),2021, $ -   
VA,Equal Access to Justice Act,2021, $ -   
VA,Equipment,2021, $ -   
VA,Facility Maintenance and Operations,2021, $ -   
VA,Fee Basis,2018, $ 0.36 
VA,Fee Basis,2019, $ 0.05 
VA,Fee Basis,2020, $ -   
VA,Foreign Medical Program,2021, $ -   
VA,Franchise Fund,2021, $ -   
VA,General Post Fund,2021, $ -   
VA,Grants (Construction of State Extended Care Facilities),2021, $ -   
VA,Grants (Highly Rural Transportation),2021, $ -   
VA,Grants (Homeless Per Diem),2021, $ -   
VA,Grants (Support Services for Veteran Families),2021, $ -   
VA,Healthcare for Homeless Veterans,2021, $ 0.04 
VA,Indian Health Services/Tribal Health Program,2021, $ -   
VA,Land and Structures,2021, $ -   
VA,Loan Guaranty (Direct Loans),2021, $ -   
VA,Loan Guaranty (Loan Administration),2021, $ -   
VA,Loan Guaranty (Loan Production),2021, $ -   
VA,Loan Guaranty (Loan Sales),2021, $ -   
VA,Loan Guaranty (Property Management),2021, $ -   
VA,Medical and Prosthetic Research,2021, $ -   
VA,Medical Care Contracts and Agreements,2021, $ -   
VA,Montgomery GI Bill (Chapter 30),2021, $ -   
VA,National Cemetery Administration (NCA) Burial,2021, $ -   
VA,National Service Life Insurance,2021, $ -   
VA,Non-Medical Contracts and Agreements,2021, $ -   
VA,Off-Station Provider Services,2021, $ 0.22 
VA,"Office of Acquisition, Logistics and Construction (Major/Minor Construction)",2021, $ 1.46 
VA,Office of Information & Technology,2021, $ -   
VA,Office of Inspector General,2021, $ -   
VA,Other,2017, $ 299.48 
VA,"Other Contracts, Services, Agreements, and Miscellaneous",2021, $ 3.44 
VA,Other Programs,2018, $ 26.65 
VA,Other Programs,2019, $ 131.85 
VA,Other Programs,2020, $ 89.02 
VA,Pension,2017, $ 1.99 
VA,Pension,2018, $ 0.36 
VA,Pension,2019, $ 0.31 
VA,Pension,2020, $ -   
VA,Pension,2021, $ 2.27 
VA,Pharmacy (Consolidated Mail Outpatient Pharmacies),2021, $ -   
VA,Pharmacy (Medical Facilities),2021, $ -   
VA,Printing and Reproduction,2021, $ -   
VA,Professional Services Contracts,2021, $ -   
VA,Prosthetics,2021, $ -   
VA,Purchased Long Term Services and Supports,2021, $ 0.04 
VA,Restored Entitlement Program for Survivors,2021, $ -   
VA,Service-Disabled Veterans Insurance,2021, $ -   
VA,Servicemembers' Group Life Insurance,2021, $ 0.33 
VA,Shared Services,2021, $ -   
VA,Specially Adaptive Housing,2021, $ 0.02 
VA,Spina Bifida Health Care,2021, $ -   
VA,State Home Per Diem,2021, $ -   
VA,Station 101 Accounting,2021, $ -   
VA,Supplies and Materials,2021, $ 6.45 
VA,Supply Fund,2021, $ -   
VA,Transportation of Things,2021, $ -   
VA,United States Government Life Insurance,2021, $ -   
VA,VA Community Care,2021, $ 179.90 
VA,VA Wide Payroll,2021, $ 2.27 
VA,VA Wide Travel,2021, $ -   
VA,VACC and PLTSS,2017, $ 0.69 
VA,Veteran Readiness and Employment,2021, $ -   
VA,Veterans Benefits Administration (VBA) Automobile Grants,2021, $ -   
VA,Veterans Benefits Administration (VBA) Burial,2021, $ -   
VA,Veterans Benefits Administration (VBA) General Operating Expense,2021, $ -   
VA,Veterans Benefits Administration (VBA) Spina Bifida (Chapter 18),2021, $ -   
VA,Veterans Health Administration (VHA) Disaster Relief Funding (Hurricane Sandy),2021, $ -   
VA,Veterans Health Administration (VHA) Information Technology Services,2021, $ -   
VA,Veterans Health Administration (VHA) Insurance Claims and Interest Expense,2021, $ -   
VA,Veterans Insurance and Indemnities,2021, $ 0.05 
VA,Veterans Readiness and Employment (Contract Counseling),2021, $ -   
VA,Veterans Reopened Insurance,2021, $ -   
VA,Veterans Retraining and Assistance Program,2021, $ -   
VA,Veterans Special Life Insurance,2021, $ -   
VA,VHA Disaster Relief Funding,2021, $ -   
